title,critic_score,audience_score,runtime,mpaa_rating,studio,theater_release_date,dvd_release_date,streaming_release_date,genre,casts,directors,link
Daughters of the Sexual Revolution: The Untold Story of the Dallas Cowboys Cheerleaders,83,89,1h 18m,,Gravitas Ventures,"Nov 2, 2018",,"Nov 2, 2018",['documentary'],"['Will Staeger', 'Stacey Reiss', 'Michael Antinoro', 'Dana Adam Shapiro', 'Doug Emmett', 'Carra Greenberg', 'Miranda Yousef', 'Gregory Stern', 'Drew Xanthopoulos']",['Dana Adam Shapiro'],https://www.rottentomatoes.com/m/daughters_of_the_sexual_revolution_the_untold_story_of_the_dallas_cowboys_cheerleaders
Manborg,88,57,1h 10m,,Astron-6,,,"Aug 18, 2016","['action', 'scifi', 'comedy']","['Conor Sweeney', 'Ivan Henwood', 'Andrea Karr', 'Bobby Yee', 'Matthew Kennedy', 'Jeremy Gillespie', 'Steven Kostanski', 'Meredith Sweeney', 'Adam Brooks']",['Steven Kostanski'],https://www.rottentomatoes.com/m/manborg
In Your Eyes,61,69,1h 46m,,,,,"Aug 10, 2016","['comedy', 'drama', 'romance']","['Joss Whedon', 'Michael Roiff', 'Steven Pilgrim', 'Cindy Chao', 'Michele Yu', 'Nikki Reed', 'Brin Hill', 'Michael Stahl-David', 'Tony Morales', 'Zoe Kazan', 'Steve Harris', 'Elisha Christian', 'Kai Cole', 'Mark Feuerstein', 'Jennifer Grey']",['Brin Hill'],https://www.rottentomatoes.com/m/in_your_eyes_2012
Represent,100,,1h 33m,,Backbone Films,"Aug 14, 2020",,"Nov 3, 2020",['documentary'],"['Betsy Steinberg', 'Sally Jo Fifer', 'Rachel Pikelny', 'Gordon Quinn', 'Hillary Bachelder', 'Lois Vossen', 'Jolene Pinder', 'Anne Sobel']",['Hillary Bachelder'],https://www.rottentomatoes.com/m/represent_2020
Mom and Dad,75,39,2h 3m,R,Armory Films,"Jan 19, 2018",,"Jan 19, 2018","['comedy', 'horror']","['Nicolas Cage', 'George Griffith', 'Olivia Crocicchia', 'Wayne Marc Godfrey', 'Cassian Elwes', 'Ali Jazayeri', 'Brian Taylor', 'Anne Winters', 'David Gendron', 'Jere Hausfater', 'Samantha Lemole', 'Brionne Davis', 'Bishop Stevens', 'Robert Jones', 'Zackary Arthur', 'Theresa Cook', 'Christopher Lemole', 'Nate Bolotin', 'Selma Blair']",['Brian Taylor'],https://www.rottentomatoes.com/m/mom_and_dad_2018
Jersey Shore Massacre,17,8,1h 28m,R,,,,"Jul 22, 2016","['comedy', 'horror']","['Ashley Mitchell', 'Chris Lazzaro', 'Brian Bayerl', 'Christina Scaglione', 'Teri Tarnopol', 'Jenni ""JWoww"" Farley', 'Brenton Duplessie', 'Goldeneye', 'Angelica Boccella', 'Ron Jeremy', 'Jay Shropshire', 'Brett Azar', 'Jonathan Schroder', 'Nicole Rutigliano', 'Paul Tarnopol', 'David James Rosen', 'Danielle Dallacco', 'Giovanni Roselli']",['Paul Tarnopol'],https://www.rottentomatoes.com/m/jersey_shore_massacre
Red Riding: 1983,91,76,1h 43m,,Channel Four Films,"Feb 5, 2010",,"Mar 24, 2016","['crime', 'drama', 'mysteryandthriller']","['David Morrissey', 'Tony Grisoni', 'Alasdair MacCuish', 'Lisa Howard', 'Warren Clarke', 'Trevor Waite', 'Mark Addy', 'Anand Tucker', 'Jim Carter', 'Chris Walker', 'Steven Robertson', 'Shaun Dooley', 'Sean Harris', 'Andrew Eaton', 'Hugo Heppell', 'Sean Bean', 'David Higgs', 'Wendy Brazington', 'Barrington Pheloung', 'Nina Gold']",['Anand Tucker'],https://www.rottentomatoes.com/m/red_riding_1983
112 Weddings,76,61,1h 35m,,Hard Working Movies,,,"Nov 30, 2016",['documentary'],"['Alexander Caillet', 'Jonathan Blake', 'Doug Block', 'Lori Cheatle', 'Erica Beckman', 'Augie Alexander', 'David Bromberg']",['Doug Block'],https://www.rottentomatoes.com/m/112_weddings
Devil's Gate,38,25,1h 35m,,Caramel Films,,,"Jan 5, 2018",['mysteryandthriller'],"['Amanda Schull', 'Bridget Regan', 'Shawn Ashmore', 'Clay Staub', 'Peter Aperlo', 'Spencer Drever', 'Milo Ventimiglia', 'Andre Rouleau', 'Javier Botet', ""Valérie d'Auteuil"", 'Jonathan Frakes', 'Scott Mednick', 'Adam Hurtig']",['Clay Staub'],https://www.rottentomatoes.com/m/devils_gate_2018
Frozen,90,85,1h 42m,PG,Walt Disney Animation,"Nov 27, 2013",,"Nov 15, 2015","['fantasy', 'musical', 'kidsandfamily', 'comedy', 'adventure', 'animation']","['Robert Lopez', 'John Lasseter', 'Ciarán Hinds', 'Chris Williams', 'David Womersley', 'Jonathan Groff', 'Chris Buck', 'Peter Del Vecho', 'Alan Tudyk', 'Santino Fontana', 'Idina Menzel', 'Josh Gad', 'Jennifer Lee', 'Jeff Draheim', 'Kristen Bell', 'Christophe Beck', 'Kristen Anderson-Lopez']","['Jennifer Lee', 'Chris Buck']",https://www.rottentomatoes.com/m/frozen_2013
Septien,56,43,1h 19m,,,"Jul 6, 2011",,"Apr 10, 2017",['drama'],"['Michael Tully', 'Onur Tukel', 'Ryan Zacarias', 'Brooke Bernard', 'Jeremy Saulnier', 'Robert Longstreet', 'Marc Vives', 'Michael Montes', 'Andrew Krucoff', 'Brent Stewart', 'Rachel Korine', 'Mark Darby Robinson']",['Michael Tully'],https://www.rottentomatoes.com/m/septien
Endless Poetry,93,80,2h 8m,,,"Jul 14, 2017",,"Nov 19, 2017",['biography'],"['Takashi Asai', 'Julia Avendaño', 'Maryline Monthieux', 'Brontis Jodorowsky', 'Xavier Guerrero Yamamoto', 'Jeremias Herskovits', 'Alejandro Jodorowsky', 'Moisés Cosío', 'Pamela Flores', 'Adan Jodorowsky', 'Leandro Taub', 'Christopher Doyle', 'Abbas Nokhasteh']",['Alejandro Jodorowsky'],https://www.rottentomatoes.com/m/endless_poetry
Worry Dolls,60,10,1h 26m,,IFC Films,"Sep 16, 2016",,"Dec 9, 2016","['mysteryandthriller', 'horror']","['Christopher Wiehl', 'Kennedy Brice', 'Samantha Smith', 'Ashlynn Ross', 'Tina Lifford', 'Kym Jackson', 'Padraig Reynolds', 'Yohance Myles', 'Brea Grant', 'Danny Kolker', 'Greg Haggart']",['Padraig Reynolds'],https://www.rottentomatoes.com/m/the_devils_dolls
Manhattan Night,35,52,1h 53m,R,DeCubellis Films,"May 20, 2016",,"May 20, 2016","['crime', 'drama', 'mysteryandthriller']","['Tannaz Anisi', 'Yvonne Strahovski', 'Stan Wertlieb', 'Thomas Bair', 'Jackie Chan', 'Adrien Brody', 'Barry Brooker', 'Steven Berkoff', 'Kevin Breznahan', 'Linda Lavin', 'Campbell Scott', 'Steve Klinsky', 'Brian DeCubellis', 'Tom Guida', 'Jennifer Beals']",['Brian DeCubellis'],https://www.rottentomatoes.com/m/manhattan_night
Teacher,100,59,1h 40m,,Buffalo 8 Productions,"Aug 2, 2019",,"Aug 13, 2019",['drama'],"['Helen Joo Lee', 'Esme Perez', 'Kevin Pollak', 'Adam Dick', 'David Dastmalchian', 'Matthew Helderman', 'Curtis Edward Jackson', 'Ilyssa Fradin', 'Markie Glassgow', 'Cedric Young', 'John August Glassgow', 'John Hoogenakker', 'Zachary Kamen', 'Ted Reilly', 'Alejandro Raya', 'E', 'John Klein', 'Matthew Garry']",['Adam Dick'],https://www.rottentomatoes.com/m/teacher_2019
A Street Cat Named Bob,77,76,1h 43m,,Prescience,"Nov 18, 2016",,"Jan 17, 2017","['drama', 'biography']","['Joanne Froggatt', ""Brian O'Shea"", 'Beth Goddard', 'Adam Rolston', 'Anthony Head', 'Ruta Gedmintas', 'Nina Wadia', 'Tim Smith', 'Damian Jones', 'Anders Erden', 'Luke Treadaway', 'James Swarbrick', 'Maria Nation', 'Darren Evans', 'Franc Ashman', 'Ruth Sheen', 'Roger Spottiswoode', 'Paul Brett', 'Tim John', 'Caroline Goodall']",['Roger Spottiswoode'],https://www.rottentomatoes.com/m/a_street_cat_named_bob
Saturday Church,93,76,1h 22m,,Round Films,"Jan 12, 2018",,"Jan 12, 2018","['musical', 'drama', 'gayandlesbian']","['Adi Ezroni', 'Kate Bornstein', 'Alexia Garcia', 'Jaylin Fletcher', 'Regina Taylor', 'Marquis Rodriguez', 'Lia Mayer-Sommer', 'Isabel Henderson', 'Luka Kain', 'Margot Bingham', 'Stephen Conrad Moore', 'Indya Moore', 'Rebecca Miller', 'Luigi Caiola', 'Damon Cardasis', 'Sharon Chang', 'Mandy Tagger Brockey', 'Mj Rodriguez']",['Damon Cardasis'],https://www.rottentomatoes.com/m/saturday_church
I Will Follow You Into the Dark,20,21,1h 51m,,Zero Gravity Productions,"Oct 11, 2013",,"Mar 22, 2018","['mysteryandthriller', 'horror']","['Christine Holder', 'Mark Darling', 'Mischa Barton', 'Danny Roth', 'Melinda Y. Cohen', 'Mark Edwin Robinson', 'John Rubinstein', 'Tammy Klein', 'Jesse Voccia', 'Ryan Eggold', 'Leah Pipes', 'David Y. Suh', 'David C. Robinson', 'Richard Johnson', 'Jaz Martin', 'Mark Holder', 'Damiano Tucci']",['Mark Edwin Robinson'],https://www.rottentomatoes.com/m/i_will_follow_you_into_the_dark_2012
Knock Down the House,99,10,1h 26m,PG,Atlas Films,"May 1, 2019",,"May 1, 2019",['documentary'],"['Robin Blotnick', 'Regina K. Scully', 'Rachel Lears', 'Stephanie Soechtig', 'Kristin Lazure', 'Alexandria Ocasio-Cortez', 'Sarah Olson']",['Rachel Lears'],https://www.rottentomatoes.com/m/knock_down_the_house
Burning,95,80,2h 28m,,Pine House Film,"Oct 26, 2018",,"Jan 29, 2019","['drama', 'mysteryandthriller']","['Lee Soo-jeong', 'Moon Seong-geun', 'Kim Hyeon', 'Kim Soo-kyung', 'Min Bok-gi', 'Ok Gwang-hui', 'Lee Chang-dong', 'Jun Jong-seo', 'Choi Seung-Ho', 'Hong Kyung-pyo', 'Yu Ah-in', 'Haruki Murakami', 'Steven Yeun', 'Kim Da-won', 'Mowg']",['Lee Chang-dong'],https://www.rottentomatoes.com/m/burning_2018
Welcome to the Rileys,54,58,1h 50m,R,Scott Free Productions,"Oct 29, 2010",,"Feb 4, 2014",['drama'],"['James Gandolfini', 'Scott Bloom', 'Elsa Davis', 'Joe Chrest', 'Giovanni Agnelli', 'Ally Sheedy', 'Tony Scott', 'Michael Costigan', 'Melissa Leo', 'Jake Scott', 'Kristen Stewart', 'Manny Mashouf', 'Ridley Scott', 'Ken Hixon', 'Tiffany Coty', 'Lance E. Nichols', 'Steven Zaillian']",['Jake Scott'],https://www.rottentomatoes.com/m/welcome_to_the_rileys
56 Up,99,76,2h 23m,,,"Jan 4, 2013",,"Aug 10, 2016",['documentary'],"['Alexander Gardiner', 'George Jesse Turner', 'Andrew Brackfield', 'Rik Curtis', 'Andre Gillooley', 'Jacqueline Bassett', 'Symon Basterfield', 'Michael Apted', 'Claire Lewis', 'John Brisby', 'Kim Horton', 'Bruce Balden', 'Stuart Bedford', 'Paul Almond']","['Michael Apted', 'Paul Almond']",https://www.rottentomatoes.com/m/56_up
Pitch Perfect,81,83,1h 52m,PG-13,Gold Circle Films,"Oct 5, 2012",,"Apr 22, 2014","['romance', 'musical', 'comedy']","['Rebel Wilson', 'Brittany Snow', 'Elizabeth Banks', 'Lisa Zeno Churgin', 'Max Handelman', 'Paul Brooks', 'Salvador Perez', 'Barry Robison', 'Anna Kendrick', 'Kay Cannon', 'Julio Macat', 'Skylar Astin', 'Jason Moore', 'John Michael Higgins', 'Ben Platt', 'Anna Camp', 'Adam DeVine', 'Alexis Knapp', 'Scott Niemeyer']",['Jason Moore'],https://www.rottentomatoes.com/m/pitch_perfect
The Art of the Steal,44,39,1h 30m,R,Weinstein Company,"Mar 14, 2014",,"Aug 10, 2016",['comedy'],"['Adam Swica', 'Kurt Russell', 'Nicholas Tabarrok', 'Grayson Matthews', 'Katheryn Winnick', 'Jay Baruchel', 'Jason Jones', 'Kenneth Welsh', 'Terence Stamp', 'Matt Dillon', 'Eugene Lipinski', 'Matthew Davies', 'Chris Diamantopoulos', 'Nancy Klopper', 'Jeff Sackman', 'Jonathan Sobol', 'Devon Bostick', 'Geoff Ashenhurst', 'Mark Slone']",['Jonathan Sobol'],https://www.rottentomatoes.com/m/the_art_of_the_steal
The Romantics,14,21,1h 34m,PG-13,10th Hole Productions,"Sep 10, 2010",,"Jun 25, 2016","['comedy', 'drama']","['Katie Holmes', 'Michael Benaroya', 'Taylor Kephart', 'Daniela Taplin Lundberg', 'Anna Paquin', 'Jennifer Todd', 'Suzanne Todd', 'Malin Akerman', 'Rebecca Lawrence', 'Adam Brody', 'Jeremy Strong', 'Galt Niederhoffer', 'Riva Marker', 'Candice Bergen', 'Dianna Agron', 'Josh Duhamel', 'Elijah Wood']",['Galt Niederhoffer'],https://www.rottentomatoes.com/m/the-romantics
Inherit the Viper,45,49,1h 30m,R,Barry Films,"Jan 10, 2020",,"Jan 10, 2020","['drama', 'crime', 'mysteryandthriller']","['Anthony Jerjen', 'Patrick Kirst', 'Margarita Levieva', 'Josh Hartnett', 'Chandler Riggs', 'Andrew Crabtree', 'Bruce Dern', 'Wolfgang Mueller', 'Michel Merkt', 'Dash Mihok', 'Nicholas Wiesnet', 'Benito Mueller', 'Brad William Henke', 'Kateryna Merkt', 'Gordon Antell', 'Owen Teague', 'Valorie Curry']",['Anthony Jerjen'],https://www.rottentomatoes.com/m/inherit_the_viper
August: Osage County,67,65,1h 59m,R,Jean Doumanian Productions,"Jan 10, 2014",,"Dec 5, 2016","['drama', 'comedy']","['Steve Traxler', 'George Clooney', 'John Wells', 'Jerry Frankel', 'Chris Cooper', 'Grant Heslov', 'Ewan McGregor', 'Ron Burkle', 'Claire Rudnick Polstein', 'Tracy Letts', 'Jeffrey Richards', 'Benedict Cumberbatch', 'Margo Martindale', 'Abigail Breslin', 'Dermot Mulroney', 'Meryl Streep', 'Juliette Lewis', 'Julia Roberts', 'Jean Doumanian', 'Julianne Nicholson']",['John Wells'],https://www.rottentomatoes.com/m/august_osage_county
Touched With Fire,67,89,1h 46m,R,Moonstruck Productions,"Feb 12, 2016",,"May 24, 2016","['drama', 'romance']","['Katie Holmes', 'Griffin Dunne', 'Edward Gelbinovich', 'Spike Lee', 'Alexander Stanishev', 'Maryann Urbano', 'Lee Percy', 'Paul Dalio', 'Bruce Altman', 'Luke Kirby', 'Jason Sokoloff', 'Jeremy Alter', 'Daniel Gerroll', 'Kristina Nikolova', 'Alex Manette', 'Christine Lahti']",['Paul Dalio'],https://www.rottentomatoes.com/m/touched_with_fire_2016
The Rental,75,44,1h 28m,R,Black Bear Pictures,"Jul 24, 2020",,"Jul 24, 2020","['mysteryandthriller', 'horror']","['Sean Durkin', 'Ben Stillman', 'Anthony Molinari', 'Toby Huss', 'Connie Wellman', 'Teddy Schwarzman', 'Elizabeth Haggard', 'Dave Franco', 'Alison Brie', 'Chase Barker', 'Jeremy Allen White', 'Joe Swanberg', 'Christopher Storer', 'Dan Stevens', 'Sheila Vand']",['Dave Franco'],https://www.rottentomatoes.com/m/the_rental_2020
Followed,73,45,1h 37m,R,Branded Pictures Entertainment,"Jun 19, 2020",,"Sep 1, 2020",['horror'],"['Sam Valentine', 'Christopher Ross Martin', 'Nelson Pun', 'Antoine Le', 'Gregory Adkins', 'Matthew Solomon', 'Todd Klick', 'Kelsey Griswold', 'Caitlin Grace', 'John Savage', 'Matthew Brewbaker', 'Greg Berlant', 'Grant Cramer', 'Tim Drier', 'Richard Barner']",['Antoine Le'],https://www.rottentomatoes.com/m/followed
Ouija,6,24,1h 25m,PG-13,Platinum Dunes,"Oct 24, 2014",,"Dec 9, 2015","['mysteryandthriller', 'horror']","['Stiles White', 'Vivis', 'Jason Blum', 'Ana Coto', 'Lin Shaye', 'Bennett Schneir', 'Bianca Santos', 'Brad Fuller', 'Sierra Heuermann', 'Claudia Katz', 'Juliet Snowden', 'Andrew Form', 'Jeanette Volturno-Brill', 'Douglas Smith', 'Shelley Hennig', 'Olivia Cooke', 'Daren Kagasoff', 'Michael Bay']",['Stiles White'],https://www.rottentomatoes.com/m/ouija_2014
Welcome to Marwen,34,48,1h 56m,PG-13,Universal Pictures,"Dec 21, 2018",,"Mar 26, 2019","['comedy', 'fantasy', 'drama', 'biography']","['Steve Starkey', 'Robert Zemeckis', 'Gwendoline Christie', ""Matt O'Leary"", 'Cherylanne Martin', 'Caroline Thompson', 'Steve Carell', 'Janelle Monáe', 'Neil Jackson', 'Leslie Mann', 'Jacqueline Levine', 'Eiza González', 'Jack Rapke', 'Jeff Malmberg', 'Diane Kruger', 'C. Kim Miles', 'Merritt Wever', 'Leslie Zemeckis']",['Robert Zemeckis'],https://www.rottentomatoes.com/m/welcome_to_marwen
Noah,76,41,2h 17m,PG-13,Disruption Entertainment,"Mar 28, 2014",,"Apr 9, 2016","['history', 'fantasy', 'drama', 'adventure']","['Ray Winstone', 'Logan Lerman', 'Mary Parent', 'Mark Friedberg', 'Douglas Booth', 'Arnon Milchan', 'Emma Watson', 'Scott Franklin', 'Anthony Hopkins', 'Leo McHugh Carroll', 'Darren Aronofsky', 'Ari Handel', 'Russell Crowe', 'Dakota Goyo', 'Chris Brigham', 'Matthew Libatique', 'Jennifer Connelly']",['Darren Aronofsky'],https://www.rottentomatoes.com/m/noah_2014
"The Hunger Games: Mockingjay, Part 1",68,71,2h 3m,PG-13,Color Force,"Nov 21, 2014",,"Aug 26, 2016","['action', 'scifi', 'adventure']","['Jeffrey Wright', 'Jon Kilik', 'Suzanne Collins', 'Josh Hutcherson', 'Elizabeth Banks', 'Joe Drake', 'Danny Strong', 'Peter Craig', 'Liam Hemsworth', 'Francis Lawrence', 'Jena Malone', 'Jo Willems', 'Allison Shearmur', 'Julianne Moore', 'Sam Claflin', 'Nina Jacobson', 'Woody Harrelson', 'Alan Edward Bell', 'Jennifer Lawrence', 'Philip Seymour Hoffman']",['Francis Lawrence'],https://www.rottentomatoes.com/m/the_hunger_games_mockingjay_part_1
Bumblebee,90,74,1h 54m,PG-13,Tencent Pictures,"Dec 21, 2018",,"Mar 19, 2019","['action', 'scifi', 'adventure']","['Pamela Adlon', 'Brian Goldner', 'Jorge Lendeborg Jr.', 'Hailee Steinfeld', 'Lorenzo di Bonaventura', 'Mark Vahradian', 'Steven Spielberg', 'Justin Theroux', 'Angela Bassett', 'Don Murphy', 'John Ortiz', 'Stephen Schneider', 'Travis Knight', 'Peter Cullen', 'Tom DeSanto', 'John Cena', 'Jason Drucker', 'Chris Brigham', 'Christina Hodson', 'Michael Bay']",['Travis Knight'],https://www.rottentomatoes.com/m/bumblebee
Bill Burr: I'm Sorry You Feel That Way,100,94,,,,,,,[],[],[],https://www.rottentomatoes.com/m/bill_burr_im_sorry_you_feel_that_way
Little Evil,92,47,1h 34m,TVMA,,,,"Sep 1, 2017","['comedy', 'horror']","['Nicholas David Nesbitt', 'Clancy Brown', 'Jason Michael Berman', 'Bridget Everett', 'Adam Scott', ""Chris D'Elia"", 'Owen Atlas', 'Eli Craig', 'Tyler Labine', 'Evangeline Lilly', 'Donald Faison', 'Kyle Bornheimer']",['Eli Craig'],https://www.rottentomatoes.com/m/little_evil
Ode to Billy Joe,20,80,1h 46m,PG,Warner Bros.,,,"Jan 5, 2017","['gayandlesbian', 'drama']","['Max Baer', 'James Best', 'Ed Shelnut', 'Robby Benson', 'Sandy McPeak', 'Becky Brown', 'Eddie Tair', ""Glynnis O'Connor"", 'Terence Goodman', 'Simpson Hemphill', 'Joan Hotchkis', 'Roger Camras']",['Max Baer'],https://www.rottentomatoes.com/m/ode_to_billy_joe
The Good Dinosaur,76,64,1h 32m,PG,Pixar Animation Studios,"Nov 25, 2015",,"Feb 23, 2016","['animation', 'kidsandfamily', 'adventure', 'comedy']","['Jack Bright', 'Jack McGraw', 'Steve Zahn', 'Marcus Scribner', 'Jeffrey Wright', 'Raymond Ochoa', 'Meg LeFauve', 'Mychael Danna', 'Denise Ream', 'Maleah Padilla', 'Frances McDormand', 'Peter Sohn', 'Sharon Calahan', 'Mahyar Abousaeedi', 'Natalie Lyon', 'Ryan Teeple', 'Kevin Reher', 'Jeff Danna']",['Peter Sohn'],https://www.rottentomatoes.com/m/the_good_dinosaur
Excision,84,61,1h 21m,,New Normal Films,,,"Mar 25, 2017",['horror'],"['Richard Bates Jr.', 'Mark Linehan Bruner', 'AnnaLynne McCord', 'Jeremy Sumpter', 'Itay Gross', 'Ben Uscinski', 'Matthew Gray Gubler', 'Roger Bart', 'Marlee Matlin', 'John Wasaff', 'John Waters', 'Ariel Winter', 'Jason Herbers', 'Traci Lords', 'Ray Wise', 'Malcolm McDowell', 'Thomas Wood Jr.', 'Dylan Hale Lewis', 'Robert Higginbotham']",['Richard Bates Jr.'],https://www.rottentomatoes.com/m/excision_2012
The Green Inferno,38,29,1h 40m,R,Worldview Entertainment,"Sep 25, 2015",,"Aug 16, 2016","['adventure', 'horror']","['Magda Apanowicz', 'Molly Conners', 'Sky Ferreira', 'Sarah Johnson Redlich', 'Kirby Bliss Blanton', 'Eli Roth', 'Maria Cestone', 'Nicolás López', 'Daryl Sabara', 'Lorenza Izzo', 'Christopher Woodrow', 'Miguel Asensio Llamas', 'Guillermo Amoedo', 'Ariel Levy', 'Aaron Burns', 'Nicolás Martinez', 'Ignacia Allamand', 'Richard Burgi']",['Eli Roth'],https://www.rottentomatoes.com/m/the_green_inferno
Septembers of Shiraz,31,46,1h 50m,PG-13,,"Jun 24, 2016",,"Jun 24, 2016","['drama', 'mysteryandthriller']","['Alon Aboutboul', 'Anthony Azizi', 'Wayne Blair', 'Salma Hayek-Pinault', 'Alan Siegel', 'Gerard Butler', 'Salma Hayek', 'Adrien Brody', 'Ariana Molkara', 'Navid Navid', 'Armin Amiri', 'Hanna Weg', 'Avi Lerner', 'Heidi Jo Markel', 'Shohreh Aghdashloo', 'Warwick Thornton', 'Danielle Robinson']",['Wayne Blair'],https://www.rottentomatoes.com/m/enemy_territory_2016
Don't Look Back,57,,1h 30m,,Title Media,"Oct 16, 2020",,"Oct 16, 2020","['mysteryandthriller', 'horror']","['Amanda Grace Benitez', 'Gagan Lakhmna', 'Will Stout', 'Jaqueline Fleming', 'Han Soto', 'Skyler Hart', 'Jeremy Holm', 'Stephen Twardokus', 'Ashleigh Snead', 'Dean J. West', 'Catherine Dumonceaux', 'Jeffrey Reddick', 'Roman Dent', 'Damon Lipari', 'Andrew van den Houten', 'Giles Daoust', 'Kourtney Bell', 'Andy Steinman', 'Darryl F. Gariglio']",['Jeffrey Reddick'],https://www.rottentomatoes.com/m/dont_look_back_2020
MLK/FBI,99,71,1h 42m,,Field of Vision,"Jan 15, 2021",,"Jan 15, 2021",['documentary'],"['Laura Tomaselli', 'Marie Therese Guirgis', 'Steven Farneth', 'Benjamin Hedin', 'Charlotte Cook', 'David Friend', 'Kate Hurwitz', 'Jeffrey Lurie', 'Sam Pollard']",['Sam Pollard'],https://www.rottentomatoes.com/m/mlk_fbi
Crazy on the Outside,8,28,1h 36m,PG-13,Boxing Cat Films,"Jan 8, 2010",,"Feb 15, 2016",['comedy'],"['Robbie Greenberg', 'Anastasia Stanecki', 'Brett Gregory', 'Justin Moritt', 'Julie Bowen', 'J.K. Simmons', 'John Peaslee', 'Kelsey Grammer', 'Jeanne Tripplehorn', 'Sigourney Weaver', 'Brian Reilly', 'Richard Baker', 'Helen Slayton-Hughes', 'Judd Pillot', 'Scott Conrad', 'Ray Liotta', 'Tim Allen']",['Tim Allen'],https://www.rottentomatoes.com/m/crazy_on_the_outside
Urok,83,68,1h 47m,,Abraxas Film,,,"Dec 25, 2016",['drama'],"['Ivanka Bratoeva', 'Konstantina Stavrianou', 'Petar Valchanov', 'Ivan Barnev', 'Ivan Savov', 'Poli Angelova', 'Margita Gosheva', 'Stefan Denolyubov', 'Magdelena Ilieva', 'Irini Vougioukalou', 'Kristina Grozeva']","['Kristina Grozeva', 'Petar Valchanov']",https://www.rottentomatoes.com/m/urok_2015
A Summer's Tale,98,83,1h 53m,,Paramount,"Jun 20, 2014",,"Aug 10, 2016",['romance'],"['Franck Cabot', 'Gwenaëlle Simon', 'Francoise Etchegaray', 'Amanda Langlet', 'Aurelia Nolin', 'Aimé Lefèvre', 'Alain Guellaff', 'Evelyne Lahana', 'Eric Rohmer', 'Melvil Poupaud', 'Yves Guerin']",['Eric Rohmer'],https://www.rottentomatoes.com/m/summers_tale
Mercy,43,56,1h 27m,R,IFC Films,"Apr 30, 2010",,"Mar 23, 2017","['drama', 'romance']","['Whitney Able', 'Phil Parmet', 'Erika Christensen', 'John Boyd', 'Patrick Hoelck', 'David Albert Pierce', 'Mary Vernieu', 'Andrea Bottigliero', 'Alexie Gilmore', 'Jeff Soffer', 'Wendy Glenn', 'James Caan', 'Dylan McDermott', 'Scott Caan', 'Troy Garity', 'Vince Palomino']",['Patrick Hoelck'],https://www.rottentomatoes.com/m/mercy-2009
Chain Letter,33,46,1h 27m,R,Deon Taylor Enterprises,"Oct 1, 2010",,"Aug 10, 2016","['mysteryandthriller', 'horror']","['Cherilyn Wilson', 'Nesim Hason', 'Philip Lee', 'Noah Segan', 'Clifton Powell', 'Deon Taylor', 'Diana Erwin', 'Betsy Russell', 'Nikki Reed', 'Brad Dourif', 'Matt Cohen', 'Vincent Gillioz', 'Bai Ling', 'Michael J. Pagan', 'Michael Bailey Smith', 'Keith David', 'Roxanne Avent', 'Todd Slater']",['Deon Taylor'],https://www.rottentomatoes.com/m/chain_letter_2010
The Informer,63,63,1h 53m,R,Maddem Films,,,"Nov 6, 2020","['crime', 'drama', 'mysteryandthriller']","['Robert Jones', 'Mark Lane', 'Joel Kinnaman', 'Clive Owen', 'James Harris', 'Common', 'Erica Lee', 'Martin McCann', 'Ana de Armas', 'Rosamund Pike', 'Valeria Vereau', 'Wayne Marc Godfrey', 'Eugene Lipinski', 'Rowan Joffe', 'Matt Cook', 'Andrea Di Stefano', 'Basil Iwanyk']",['Andrea Di Stefano'],https://www.rottentomatoes.com/m/the_informer_2020
R.I.P.D.,13,38,1h 38m,PG-13,Original Film,"Jul 19, 2013",,"Jan 6, 2015","['fantasy', 'comedy', 'action']","['Jonathon Komack Martin', ""Mike O'Malley"", 'Marisa Miller', 'Mary-Louise Parker', 'David Dobkin', 'James Hong', 'Kevin Bacon', 'Jeff Bridges', 'Ryan Reynolds', 'Devin Ratray', 'Matt Manfredi', 'Michael Fottrell', 'Stephanie Szostak', 'Ori Marmur', 'Robert Knepper', 'Phil Hay', 'Mike Richardson', 'Neal H. Moritz', 'Robert Schwentke']",['Robert Schwentke'],https://www.rottentomatoes.com/m/ripd
