,_c0,title,critic_score,audience_score,runtime,MPAA_rating,studio,theater_release_date,dvd_release_date,streaming_release_date,genres,casts,directors,link
596,596,MarriageStory,94,85,2h 16m,,,"Nov 6, 2019",,"Dec 6, 2019","['drama', 'comedy']","{'Jennifer Lame', 'Laura Dern', 'Noah Baumbach', 'Robbie Ryan', 'Ray Liotta', 'Andrew Hull', 'Randy Newman', 'Craig Shilowich', 'David Heyman', 'Azhy Robertson', 'Alan Alda', 'Julie Hagerty', 'Merritt Wever', 'Mary Hollis Inboden', 'Adam Driver', 'Jade Healy', 'Scarlett Johansson', 'Wallace Shawn'}",{'Noah Baumbach'},https://www.rottentomatoes.com/m/marriage_story_2019
597,597,SchemeBirds,91,,1h 30m,,,,,"Jul 6, 2020",['documentary'],"{'Ellinor Hallin', 'Mario Adamson', 'Hanna Lejonqvist', 'Scott', 'Ellen Fiske', 'Joseph', 'Ruth Reid'}","{'Ellen Fiske,                                                     Ellinor Hallin'}",https://www.rottentomatoes.com/m/scheme_birds
598,598,TheRental,75,44,1h 28m,,,"Jul 24, 2020",,"Jul 24, 2020","['horror', 'mysteryandthriller']","{'Ben Stillman', 'Elizabeth Haggard', 'Dave Franco', 'Dan Stevens', 'Toby Huss', 'Joe Swanberg', 'Connie Wellman', 'Teddy Schwarzman', 'Jeremy Allen White', 'Sean Durkin', 'Sheila Vand', 'Christopher Storer', 'Anthony Molinari', 'Chase Barker', 'Alison Brie'}",{'Dave Franco'},https://www.rottentomatoes.com/m/the_rental_2020
599,599,TheOccupant,61,47,1h 43m,,,,,"Mar 27, 2020","['mysteryandthriller', 'drama']","{'David Selvas', 'David Ramírez', 'Vicky Luengo', 'Àlex Pastor', 'Mario Casas', 'David Verdaguer', 'Javier Gutiérrez', 'Ruth Díaz', 'Ernesto Collado', 'Bruna Cusí', 'Pau Castejón', 'David Pastor'}","{'Àlex Pastor,                                                     David Pastor'}",https://www.rottentomatoes.com/m/the_occupant_2020
600,600,MartinMargielaInHisOwnWords,78,,1h 30m,,,"Aug 14, 2020",,"Aug 14, 2020",['documentary'],"{'Carine Roitfeld', 'Jean-Paul Gaultier', 'Olivier Saillard', 'Reiner Holzemer', 'Helmar Jungmann', 'Cathy Horyn', 'Sandrine Dumas', 'Pierre Rougier', 'Aminata Sambe', 'Toon Illegems', 'Martin Margiela', 'Carla Sozzani'}",{'Reiner Holzemer'},https://www.rottentomatoes.com/m/martin_margiela_in_his_own_words
601,601,TheIrishman,95,86,3h 29m,,,"Nov 1, 2019",,"Nov 27, 2019","['crime', 'drama']","{'Bobby Cannavale', 'Kathrine Narducci', 'Gerald Chamales', 'Harvey Keitel', 'Robert De Niro', 'Stephen Graham', 'Joe Pesci', 'Emma Tillinger Koskoff', 'Martin Scorsese', 'Al Pacino', 'Gastón Pavlovich', 'Irwin Winkler', 'Jane Rosenthal', 'Steven Zaillian', 'Randall Emmett', 'Aleksa Palladino', 'Anna Paquin', 'Domenick Lombardozzi'}",{'Martin Scorsese'},https://www.rottentomatoes.com/m/the_irishman
602,602,Rattlesnake,28,16,1h 25m,,,,,"Oct 25, 2019",['mysteryandthriller'],"{'Theo Rossi', 'Debrianna Mansini', 'Joy Jacobson', 'Carmen Ejogo', 'David Yow', 'Sean Dillingham', 'Arianna Ortiz', 'Emma Greenwell', 'Zak Hilditch'}",{'Zak Hilditch'},https://www.rottentomatoes.com/m/rattlesnake
603,603,RangeRunners,20,82,1h 51m,,,,,"Sep 7, 2020",['mysteryandthriller'],"{'Philip S. Plowden', 'Jonathan Bross', 'Michael B. Woods', 'Celeste M Cooper', 'Christian Crocker', 'Darryl Miller', 'Tiffany Renee Johnson', 'Christopher Ganze', 'Sarah Charipar', 'Carl Clemons-Hopkins', 'Michael Thomas James', 'Mariah Gordon', 'Sean Patrick Leonard', 'Devon Colwell', 'Gabriel Steven Levi'}",{'Philip S. Plowden'},https://www.rottentomatoes.com/m/range_runners
604,604,Valiant,100,,1h 34m,,,,,"Dec 3, 2019",['documentary'],"{'Malcolm Hearn', 'Wayne Newton', 'Axel Baumann', 'Virgil Price', 'Michael Levey', 'Cruz Angeles', 'James Lawler'}",{'Cruz Angeles'},https://www.rottentomatoes.com/m/valiant_2019
605,605,NothingFancyDianaKennedy,100,,1h 13m,,,"May 22, 2020",,"Jun 22, 2020",['documentary'],"{'Gina Abatemarco', 'Nick Zukin', 'Salvatore Fuschetto', 'Dan Braun', 'David Koh', 'José Andrés', 'Elizabeth Carroll', 'Jonathan Gould', 'Diana Kennedy'}",{'Elizabeth Carroll'},https://www.rottentomatoes.com/m/diana_kennedy_nothing_fancy
606,606,ARainyDayinNewYork,47,56,1h 32m,,,"Oct 9, 2020",,"Nov 10, 2020",['comedy'],"{'Erika Aronson', 'Timothée Chalamet', 'Jude Law', 'Liev Schreiber', 'Taylor Black', 'Jacob Berger', 'Elle Fanning', 'Kathryn Leigh Scott', 'Woody Allen', 'Selena Gomez', 'Catherine LeFrere', 'Vittorio Storaro', 'Patricia DiCerto', 'Letty Aronson', 'Sarah Dennis', 'Alisa Lepselter', 'Diego Luna'}",{'Woody Allen'},https://www.rottentomatoes.com/m/a_rainy_day_in_new_york
607,607,OpenHours,45,33,1h 37m,,,,,"Aug 16, 2020",['horror'],"""{'R.P. Khemanand', 'Ed Marx', 'Vanessa Grasse', 'Jovana Mihajlovic', 'Selina Giles', 'Cole Vigue', 'Jovana Miletic', 'Shibani Kapur', 'David Matthews', 'Padraig Reynolds', 'Holly Amber Church', 'Jelena Sopic', 'Emily Tennant', 'Bojana Nikolic', 'Brendan Fletcher', 'Tomi May', """"Daniel O'Meara""""}""",{'Padraig Reynolds'},https://www.rottentomatoes.com/m/open_24_hours_2018
608,608,TheSilentWar,56,15,2h 6m,,,,,"Feb 3, 2020","['war', 'mysteryandthriller']","{'Hugo Silva', 'Alfonso Cortés-Cavanillas', 'Cristóbal Suárez', 'Antonio Dechent', 'Carlos Martín', 'Adolpho Cañadas', 'Juanjo López', 'Ruth Díaz', 'Imanol Arias', 'Olimpia Melinte', 'Manuel de Blas', 'Aitor Luna', 'Marian Álvarez', 'Juan Carlos Diaz', 'Asier Etxeandia'}",{'Alfonso Cortés-Cavanillas'},https://www.rottentomatoes.com/m/the_silent_war_2019
609,609,JohnMulaneyTheSackLunchBunch,96,76,1h 10m,,,,,,"['comedy', 'kidsandfamily', 'variety']","{'Andre De Shields', 'Natasha Lyonne', 'Annaleigh Ashford', 'Shereen Pimentel', 'Jake Gyllenhaal', 'Rhys Thomas', 'David Byrne', 'Richard Kind', 'John Mulaney', 'Marika Sawyer'}",{'Rhys Thomas'},https://www.rottentomatoes.com/m/john_mulaney_and_the_sack_lunch_bunch
610,610,SeaFever,87,46,1h 30m,,,,,"Apr 8, 2020","['mysteryandthriller', 'horror']","""{'Ardalan Esmaili', 'Barry Moen', 'Hermione Corfield', 'Brendan McCarthy', 'Connie Nielsen', 'Shaked Berenson', 'Christoffer Franzén', 'Ray Ball', 'Neasa Hardiman', 'Olwen Fouere', 'Dougray Scott', 'John McDonnell', 'Patrick Fischer', 'Jack Hickey', """"Ruairi O'Brien"""""," 'Elie Bouakaze'}""",{'Neasa Hardiman'}
611,611,TheyReach,43,71,1h 27m,,,,,"Nov 3, 2020","['horror', 'mysteryandthriller']","{'Morgan Chandler', 'Sylas Dall', 'Eden Campbell', 'Mary Madaline Roe'}",{'Sylas Dall'},https://www.rottentomatoes.com/m/they_reach
612,612,SendMetotheClouds,90,,1h 39m,,,,,"Dec 17, 2019",['drama'],"{'Hong Yuan', 'Franco Liu', 'Guanhua Liang', 'Chen Yao', 'Congcong Teng', 'Fei Xie', 'Jiuxiao Li', 'Yufang Wu', 'Xinming Yang'}",{'Congcong Teng'},https://www.rottentomatoes.com/m/send_me_to_the_clouds
613,613,Mortal,56,71,1h 44m,,,"Nov 6, 2020",,"Nov 6, 2020","['fantasy', 'mysteryandthriller']","{'Ravdeep Singh Bajwa', 'Rory Aitken', 'Arthur Hakalahti', 'Martin Grid Toennesen', 'Nat Wolff', 'Priyanka Bose', 'Iben Akerlie', 'André Øvredal', 'Norman Lesperance', 'Geoff Bussetil', 'John Einar Hagen', 'Roman Osin', 'Per Frisch', 'Oddrun Valestrand', 'Aage Aaberge', 'Per Egil Aske', 'Niko Rusakov', 'Patrick Larsgaard'}",{'André Øvredal'},https://www.rottentomatoes.com/m/mortal_2020
614,614,ThePartsYouLose,67,58,1h 34m,,,"Oct 4, 2019",,"Oct 4, 2019","['mysteryandthriller', 'drama']","{'Paula van der Oest', 'Aaron Paul', 'Christopher Cantwell', 'Scoot McNairy', 'Mark Johnson', 'Tom Williams', 'Kenneth Huang', 'Mary Elizabeth Winstead', 'Steven Ratzlaff', 'Logan Creran', 'Kristen Harris', 'Darren Lemke', 'Heather Persons', 'Evans Brown', 'Danny Murphy', 'Nic Crawley', 'Darcy Fehr'}",{'Christopher Cantwell'},https://www.rottentomatoes.com/m/the_parts_you_lose
615,615,StealingSchool,100,,1h 14m,,,,,"Feb 26, 2021","['drama', 'comedy']","{'Virginia Kilbertus', 'Mpho Koaho', 'Andy Yu', 'Jennifer Choy', 'Darrin Baker', 'Allison Zwicker', 'Ashley Hallihan', 'Graham Tucker', 'Matthew Edison', 'Li Dong', 'Jack Yan Chen', 'Jonathan Malen', 'Jonathan Keltz', 'Michelle Monteith', 'Celine Tsai', 'William Woods'}",{'Li Dong'},https://www.rottentomatoes.com/m/stealing_school
616,616,Epicentro,93,,1h 48m,,,,,"Aug 28, 2020",['documentary'],"{'Hubert Sauper', 'Martin Marquet', 'Barbara Pichler', 'Paolo Calamita', 'Gabriele Kranzelbinder', 'Daniel Marquet'}",{'Hubert Sauper'},https://www.rottentomatoes.com/m/epicentro
617,617,InsidetheRain,86,68,1h 30m,,,"Mar 13, 2020",,"Mar 24, 2020","['drama', 'romance', 'comedy']","{'Natalie Carter', 'Eric Roberts', 'Rita Raider', 'Paul Schulze', 'George LaVoo', 'Lauren Cunningham', 'Danny Fisher', 'Catherine Curtin', 'Donnell Rawlings', 'Javier Gonzalez', 'Christine Vachon', 'Sally Levi', 'Aaron Fisher', 'Ellen Toland', 'Josh Fisher', 'Rosie Perez'}",{'Aaron Fisher'},https://www.rottentomatoes.com/m/inside_the_rain
618,618,MaxReloadandtheNetherBlasters,82,59,1h 41m,,,"Aug 7, 2020",,"Aug 11, 2020","['fantasy', 'adventure']","{'Kevin Smith', 'Jaime Gangi', 'Lukas Gage', 'Greg Grunberg', 'Lin Shaye', 'Jeremy Tremp', 'Martin Kove', 'Tom Plumley', 'Joseph D. Reitman', 'Hassie Harrison', 'Jesse Lobell', 'Scott Conditt', 'Wil Wheaton', 'Rob Edwards'}","{'Scott Conditt,                                                     Jeremy Tremp'}",https://www.rottentomatoes.com/m/max_reload_and_the_nether_blasters
619,619,CastleintheGround,67,60,1h 45m,,,,,"May 15, 2020",['drama'],"{'Alex Wolff', 'Kiowa Gordon', 'Jorge Weisz', 'Keir Gilchrist', 'Bobby Shore', 'Chris Hyson', 'Tom Cullen', 'Star Slade', 'Joey Klein', 'Neve Campbell', 'Imogen Poots', 'Michael Solomon', 'William Woods'}",{'Joey Klein'},https://www.rottentomatoes.com/m/castle_in_the_ground
620,620,SpiesinDisguise,76,92,1h 42m,,,"Dec 25, 2019",,"Dec 27, 2019","['adventure', 'animation', 'kidsandfamily', 'action', 'comedy']","{'Tom Holland', 'Jenno Topping', 'Masi Oka', 'Rachel Brosnahan', 'Will Smith', 'Randy Trager', 'Rashida Jones', 'Peter Chernin', 'Reba McEntire', 'Lloyd Taylor', 'Brad Copeland', 'Kori Adelson', 'Michael J. Travers', 'Ben Mendelsohn', 'Nick Bruno', 'Karen Gillan', 'Chris Wedge', 'DJ Khaled', 'Claire Crosby', 'Troy Quane'}","{'Troy Quane,                                                     Nick Bruno'}",https://www.rottentomatoes.com/m/spies_in_disguise
621,621,DesertOne,88,100,1h 47m,,,"Aug 21, 2020",,"Aug 21, 2020",['documentary'],"{'Jimmy Carter', 'Barbara Kopple'}",{'Barbara Kopple'},https://www.rottentomatoes.com/m/desert_one
622,622,Feral,100,,1h 14m,,,"Jun 20, 2020",,"Jun 2, 2020",['drama'],"{'Colleen Dodge', 'Lassen Davis', 'Paulina Brusca', 'Annapurna Sriram', 'Jacqui Jacques', 'Jason Sager', 'Bene Coopersmith', 'Harald Beran', 'Nina Vartanian', 'Bryan Amato', 'Andrew Wonder', 'David Alicandri', 'Lori Bullock', 'Sammi Mendenhall'}",{'Andrew Wonder'},https://www.rottentomatoes.com/m/feral_2020
623,623,HolidayintheWild,38,48,1h 25m,,,,,"Nov 1, 2019","['other', 'romance']","{'Neal H. Dobrofsky', 'Tippi Dobrofsky', 'Kristin Davis', 'John Owen Lowe', 'Keeno Lee Hector', 'Colin Moss', 'Vlokkie Gordon', 'Fezile Mpela', 'Amy Krell', 'Ernie Barbarash', 'Rob Lowe'}",{'Ernie Barbarash'},https://www.rottentomatoes.com/m/holiday_in_the_wild
624,624,TheOtherLamb,75,34,1h 37m,,,"Apr 3, 2020",,"Apr 1, 2020","['horror', 'drama']","""{'Adrian Politowski', 'Malgorzata Szumowska', 'Tristan Lynch', 'Jane Herbert', 'Sophie Vickers', 'Ailbhe Cowley', 'Catherine S. McMullen', 'Julia Godzinskaya', """"Aoife O'Sullivan""""", 'Michiel Huisman', 'Raffey Cassidy'
625,625,Porno,80,40,1h 38m,,,,,"May 8, 2020","['horror', 'comedy']","{'Peter Reznikoff', 'Larry Saperstein', 'Robbie Tann', 'Kima Baffour', 'Bill Phillips', 'Zack Alliger', 'Keola Racela', 'Glenn Stott', 'Laurence Vannicelli', 'Evan Daves', 'John Wakayama Carey', 'Carla Patullo', 'Heather Yancey', 'Chris Cole', 'Jillian Mueller', 'Katelyn Pearce', 'Sarah Seulki Oh'}",{'Keola Racela'},https://www.rottentomatoes.com/m/porno_2020
626,626,MyHinduFriend,83,45,,,,,,"Jan 17, 2020",['drama'],"{'Willem Dafoe', 'Hector Babenco'}",{'Hector Babenco'},https://www.rottentomatoes.com/m/my_hindu_friend
627,627,TheresSomethingintheWater,79,71,1h 13m,,,,,"Mar 28, 2020",['documentary'],"{'Xavier Coleman', 'Ingrid Waldron', 'Julia Sanderson', 'Ellen Page', 'Ian Daniel'}","{'Ellen Page,                                                     Ian Daniel'}",https://www.rottentomatoes.com/m/theres_something_in_the_water
628,628,TheQuarry,41,43,1h 38m,,,,,"Apr 17, 2020","['crime', 'mysteryandthriller', 'drama']","{'Heather McIntosh', 'Michael Alden Lloyd', 'Blake Elder', 'Shea Whigham', 'Michael Shannon', 'Jimmy Gonzales', 'Kerri Elder', 'Alvaro Martinez', 'Vojin Gjaja', 'Saira Haider', 'Bruno Bichir', 'Barry Brooker', 'Scott Teems', 'Laura D. Smith Ireland', 'Kristin Mann', 'Bobby Soto', 'Catalina Sandino Moreno'}",{'Scott Teems'},https://www.rottentomatoes.com/m/the_quarry_2020
629,629,TheWave,67,63,1h 27m,,,"Jan 17, 2020",,"Jan 17, 2020",['scifi'],"{'Gille Klabin', 'Carl W. Lucas', 'Sheila Vand', 'Tommy Flanagan', 'Katia Winter', 'Justin Long', 'Donald Faison'}",{'Gille Klabin'},https://www.rottentomatoes.com/m/the_wave_2020
630,630,TheGlorias,67,64,2h 19m,,,,,"Sep 30, 2020","['biography', 'drama']","{'Timothy Hutton', 'Amy Richards', 'Alicia Vikander', 'Ryan Kiera Armstrong', 'Julie Taymor', 'Lynn Hendee', 'David Kern', 'Lorraine Toussaint', 'Marcei A. Brown', 'Julianne Moore', 'Sara Johnson', 'Alex Saks', 'Mo Brings Plenty', 'Janelle Monae', 'Sarah Ruhl', 'Lulu Wilson'}",{'Julie Taymor'},https://www.rottentomatoes.com/m/the_glorias
631,631,InMyBloodItRuns,100,,1h 24m,,,,,"Oct 31, 2020",['documentary'],"{'Felicity Hayes', 'Dujuan Turner', 'Carol Turner', 'Larissa Behrendt', 'Sophie Hyde', 'Megan Turner', 'Benjamin Speed', 'Maya Newell', 'Rachel Naninaaq Edwardson'}",{'Maya Newell'},https://www.rottentomatoes.com/m/in_my_blood_it_runs
632,632,WolfmansGotNards,100,65,1h 31m,,,,,"Oct 27, 2020","['documentary', 'horror']","{'Matthew Charles Ducey', 'Carlena Gower', 'Sarba Das', 'Andre Gower', 'Henry Darrow McComas', 'Nicholas Caprio', 'Aaron Kunkel', 'Rita Doumar'}",{'Andre Gower'},https://www.rottentomatoes.com/m/wolfmans_got_nards
633,633,GhostKillersvsBloodyMaryExterminadoresdoAlmContraaLoiradoBanheiro,50,73,,,,,,,[],{''},set(),https://www.rottentomatoes.com/m/ghost_killers_vs_bloody_mary
634,634,GetGone,0,47,1h 31m,,,"Jan 24, 2020",,"Jan 28, 2020","['horror', 'mysteryandthriller']","{'Brittany Benita', 'Mark David', 'Lin Shaye', 'Weston Cage Coppola', 'Emanuele Moretti', 'Bradley Stryker', 'Emily Shenaut', 'Robert Miano', 'Rico E. Anderson', 'Caitlin Stryker', 'Silvia Spross', 'Michael Thomas Daniel', 'D.J. Dodd', 'Patrick Wilson', 'Joseph Shelley', 'Bailey Coppola'}",{'Michael Thomas Daniel'},https://www.rottentomatoes.com/m/get_gone
635,635,DililiinParis,61,,1h 35m,,,"Oct 4, 2019",,"Sep 12, 2019","['adventure', 'animation']","{'Prunelle Charles-Ambron', 'Elisabeth Duda', 'Christophe Rossignon', 'Natalie Dessay', 'Enzo Ratsito', 'Gabriel Yared', 'Patrick Ducruet', 'Olivier Voisin', 'David Bertrand', 'Philip Boëffard', 'Michel Ocelot'}",{'Michel Ocelot'},https://www.rottentomatoes.com/m/dilili_in_paris
636,636,LuckyDay,9,43,1h 40m,,,"Oct 11, 2019",,"Oct 11, 2019","['mysteryandthriller', 'action']","{'Nadia Farès', 'Sylvie Landra', 'Ella Ryan Quinn', 'Crispin Glover', 'Clifton Collins Jr.', 'Roger Avary', 'Don Carmody', 'David Hewlett', 'Luke Bracey', 'Josie Ho', 'Clé Bennett', 'Samuel Hadida', 'Nina Dobrev', 'Tomer Sisley', 'Gala Avary'}",{'Roger Avary'},https://www.rottentomatoes.com/m/lucky_day_2019
637,637,VienaandtheFantomes,20,26,1h 45m,,,,,"Jun 30, 2020","['romance', 'drama', 'music']","{'Tony Hsieh', 'Fred Mossler', 'Olivia Luccardi', 'Charles Cantrell', 'Hunter Gray', 'Dakota Fanning', 'Caleb Landry Jones', 'Zoë Kravitz', 'Emilio Valdés', 'Jeremy Allen White', 'Frank Dillane', 'Alexandria Lee', 'Kevin Iwashina', 'Christopher Ramirez', 'Alex Orlovsky', 'Jenny Pellicer', 'Gerardo Naranjo'}",{'Gerardo Naranjo'},https://www.rottentomatoes.com/m/viena_and_the_fantomes
638,638,BananaSplit,89,62,1h 28m,,,"Mar 27, 2020",,"Mar 25, 2020",['comedy'],"{'Will Phelps', 'Jeremy Garelick', 'Jacob Greenfeld', 'Benjamin Kasulke', 'Jacob Batalon', 'Haley Ramm', 'Hannah Marks', 'Joey Power', 'Glen Trotiner', 'Sam Slater', 'Dylan Sprouse', 'Mickey Liddell', 'Liana Liberato', 'Addison Riecke', 'Jessica Hecht', 'Ben Konigsberg'}",{'Benjamin Kasulke'},https://www.rottentomatoes.com/m/banana_split_2020
639,639,Farming,56,,1h 47m,,,"Oct 25, 2019",,"Oct 25, 2019",['drama'],"{'John Dagleish', 'Jaime Winstone', 'Ann Mitchell', 'Adewale Akinnuoye-Agbaje', 'Gugu Mbatha-Raw', 'Michael London', 'Kate Beckinsale', 'Cosmo Jarvis', 'Theo Barklem-Biggs', 'Damson Idris', 'Janice Williams', 'Lee Ross', 'Francois Ivernel', 'Andrew Levitas', 'Frédéric Fiore'}",{'Adewale Akinnuoye-Agbaje'},https://www.rottentomatoes.com/m/farming
640,640,CripCamp,100,91,1h 47m,,,,,"Mar 26, 2020",['documentary'],"""{'Michelle Obama', 'Judith Heumann', 'Denise Sherer Jacobson', 'Jim LeBrecht', 'Dennis Billups', 'Tonia Davis', 'Priya Swaminathan', """"Lionel Je'Woodyard""""", 'James Lebrecht', 'Nicole Newnham'
641,641,CloseEncountersoftheFifthKindContacthasBegun,17,82,,,,,,"Apr 7, 2020",['documentary'],"{'Jeremy Piven', 'Michael Mazzola'}",{'Michael Mazzola'},https://www.rottentomatoes.com/m/close_encounters_of_the_fifth_kind_contact_has_begun
642,642,MaxCloud,57,37,1h 28m,,,,,"Dec 18, 2020","['adventure', 'comedy', 'scifi']","{'Elliot Langridge', 'Sally Collett', 'Havard Helle', 'John Hannah', 'Loni Farhi', 'Martin Owen', 'Philippe Martinez', 'Phil McKenzie', 'Isabelle Allen', 'Franz Drameh', 'Tommy Flanagan', 'Alan Latham', 'Matt Williams', 'Thomas Mattinson', 'Kirsty Bell', 'Sam Hazeldine', 'Scott Adkins', 'Lashana Lynch'}",{'Martin Owen'},https://www.rottentomatoes.com/m/max_cloud
643,643,RebuildingParadise,92,79,1h 35m,,,,,"Jul 31, 2020",['documentary'],"{'Michael Rosenberg', 'Justin Wilkes', 'Brian Grazer', 'Carolyn Bernstein', 'Ryan Harrington', 'Xan Parker', 'Ron Howard', 'Sara Bernstein', 'Louisa Velis'}",{'Ron Howard'},https://www.rottentomatoes.com/m/rebuilding_paradise
644,644,IAmWoman,68,67,1h 57m,,,"Sep 11, 2020",,"Sep 11, 2020","['biography', 'drama', 'music']","{'Rafael May', 'Unjoo Moon', 'Dusty Sorg', 'Emma Jensen', 'Michael Turner', 'Dion Beebe', 'Jordan Raskopoulos', 'Danielle Macdonald', 'Rita Rani Ahuja', 'Rosemary Blight', 'Molly Broadstock', 'Dany Cooper', 'Evan Peters', 'Ben Grant', 'Gus Murray', 'Tilda Cobham-Hervey', 'Marianne Evans', 'Matty Cardarople', 'Kylie Du Fresne'}",{'Unjoo Moon'},https://www.rottentomatoes.com/m/i_am_woman
645,645,NeverBeDoneTheRichardGlenLettStory,100,98,1h 20m,,,,,"Jun 15, 2020","['biography', 'comedy', 'documentary']","{'Roy Tighe', 'Richard Glen Lett'}",{'Roy Tighe'},https://www.rottentomatoes.com/m/never_be_done
646,646,TheShed,65,36,1h 38m,,,"Nov 15, 2019",,"Nov 15, 2019","['horror', 'mysteryandthriller']","{'Chris Petrovski', 'Peter Block', 'Diana Rice', 'Clare Lopez', 'Jay Jay Warren', 'Francisco Burgos', 'Mu-Shaka Benson', 'Siobhan Fallon Hogan', 'Sofia Happonen', 'Adriaan Harsta', 'Sam Ewing', 'Frank Sabatella', 'Lois J. Drabkin', 'Uly Schlesinger', 'Cory Neal', 'Cody Kostro', 'Matthias Schubert', 'Timothy Bottoms', 'Frank Whaley'}",{'Frank Sabatella'},https://www.rottentomatoes.com/m/the_shed_2019
647,647,MLKFBI,99,71,1h 42m,,,"Jan 15, 2021",,"Jan 15, 2021",['documentary'],"{'Jeffrey Lurie', 'Marie Therese Guirgis', 'Sam Pollard', 'Charlotte Cook', 'Laura Tomaselli', 'David Friend', 'Steven Farneth', 'Benjamin Hedin', 'Kate Hurwitz'}",{'Sam Pollard'},https://www.rottentomatoes.com/m/mlk_fbi
648,648,SouthTerminal,80,,,,,,,"Oct 5, 2020","['mysteryandthriller', 'drama']","{'Vanessa Liautey', 'Ramzy Bédia', 'Jacques Nolot', 'Rabah Ameur-Zaïmeche', 'Grégoire Pontécaille', 'Irina Lubtchansky', 'Slimane Dazi', 'Amel Brahim-Djelloul'}",{'Rabah Ameur-Zaïmeche'},https://www.rottentomatoes.com/m/south_terminal
649,649,HalloweenParty,60,,1h 37m,,,"Oct 2, 2020",,"Oct 6, 2020","['horror', 'mysteryandthriller']","{'Zach Faye', 'Bradley Bailey', 'Morgan Melnyk', 'Marietta Laan', 'Erin Hennessey', 'Jason Daley', 'Kyle Cameron', 'T. Thomason', 'Michael Pierson', 'Jesse Stewart', 'Lisa Hackett', 'Bill Niven', 'Amy Groening', 'Jay Dahl', 'Emlyn Murray'}",{'Jay Dahl'},https://www.rottentomatoes.com/m/halloween_party_2020
650,650,RoberttheBruce,44,64,2h 4m,,,,,"Apr 24, 2020","['war', 'drama', 'history']","{'Mhairi Calvey', 'Melora Walters', 'Zach McGowan', 'Emma Kenney', 'Anna Hutchison', 'Jared Harris', 'Cameron Nugent', 'Eric Belgau', 'Richard Gray', 'John Garrett', 'Angus Macfadyen', 'Daniel Portman', 'Patrick Fugit', 'Angus MacFadyen', 'Nick Farnell', 'Talitha Eliana Bateman', 'Andrew Curry'}",{'Richard Gray'},https://www.rottentomatoes.com/m/robert_the_bruce
651,651,TheFarewell,97,87,1h 40m,,,"Aug 2, 2019",,"Aug 27, 2019","['comedy', 'drama']","{'Dani Melia', 'Lu Hong', 'Chris Weitz', 'Tzi Ma', 'Andrew Miano', 'Awkwafina', 'Daniele Tate Melia', 'Marc Turtletaub', 'Jim Liu', 'Lulu Wang', 'X Mayo', 'Gil Perez-Abraham', 'Anita Gou', 'Peter Saraf', 'Shuzhen Zhou', 'Zhao Shuzhen', 'Diana Lin', 'Ines Laimins', 'Jane Zheng'}",{'Lulu Wang'},https://www.rottentomatoes.com/m/the_farewell_2019
652,652,SonoftheSouth,54,79,1h 45m,,,"Feb 5, 2021",,"Feb 5, 2021",['drama'],"{'David Kang', 'Eve Pomerance', 'Colin Bates', 'Stan Erdreich', 'Julia Ormond', 'Brian Dennehy', 'Lucy Hale', 'Lex Scott Davis', 'Michael Jefferson', 'Rob Anderson', 'Barry Alexander Brown', 'Oshiomogho Atogwe', 'Cedric the Entertainer', 'Bill Black', 'Lucas Till', 'Sienna Guillory', 'Ludi Lin'}",{'Barry Alexander Brown'},https://www.rottentomatoes.com/m/son_of_the_south
653,653,Fatman,45,84,1h 40m,,,"Nov 13, 2020",,"Nov 24, 2020","['fantasy', 'other', 'mysteryandthriller', 'comedy']","{'Nadine de Barros', 'Todd Courtney', 'Mel Gibson', 'Michael Dyson', 'Lisa Wolofsky', 'Chance Hurstfield', 'Robert Bockstael', 'Shaun Benson', 'Paulino Nunes', 'Brandon James', 'Ian Nelms', 'Robert Menzies', 'Marianne Jean-Baptiste', 'Michelle Lang', 'Eric Woolfe', 'Eshom Nelms', 'Walton Goggins'}","{'Ian Nelms,                                                     Eshom Nelms'}",https://www.rottentomatoes.com/m/fatman
654,654,TheAccompanist,0,,1h 33m,,,,,"May 30, 2020",['drama'],"{'Daniel Murray', 'Julie Eagleton', 'Angelle Brooks', 'Jeanette Driver', 'Ricky Palomino', 'David M. Parks', 'John Todd', 'Juliet Doherty', 'Frederick Keeve'}",{'Frederick Keeve'},https://www.rottentomatoes.com/m/the_accompanist
655,655,SamuraiMarathon,75,71,1h 43m,,,,,"May 12, 2020","['drama', 'history']","{'Nana Komatsu', 'Kikumi Yamagishi', 'Motoki Fukami', 'Takeru Satoh', 'Yûta Koseki', 'Hiroshi Saitô', 'Bernard Rose', 'Ryu Kohata', 'Mirai Moriyama', 'Munetaka Aoki', 'Shôta Sometani'}",{'Bernard Rose'},https://www.rottentomatoes.com/m/samurai_marathon
