title,audience_score,plot_des,release_year,runtime,budget,box_office_gross,studio,mpaa_rating,theater_release_date,directors,casts,genre,award
PERFECT STRANGER,57,"A journalist goes undercover to ferret out businessman Harrison Hill as her childhood friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",2007,109,75886288,91787666,Revolution Studios,R,4/13/2007,['James Foley'],"['Halle Berry', 'Bruce Willis', 'Giovanni Ribisi', 'Richard Portnow']","['Crime', 'Mystery', 'Thriller']",0
THE AIR I BREATHE,68,"A drama based on an ancient Chinese proverb that breaks life down into four emotional cornerstones: happiness, pleasure, sorrow and love. A businessman bets his life on a horse race; a gangster sees the future; a pop star falls prey to a crime boss; a doctor must save the love of his life.",2007,95,12482323,3248023,NALA Films,R,10/17/2008,['Jieho Lee'],"['Brendan Fraser', 'Sarah Michelle Gellar', 'Andy Garcia', 'Kevin Bacon']","['Crime', 'Drama', 'Thriller']",0
MIRACLE,59,"Karsten (35) is at a standstill. He has been since his wife died four years ago. He thinks he's fine, until he meets what could be the love of his life - but isn't she all what he despises in a woman?",2006,105,19256770,322477,Nordisk Film,,12/26/2006,['Thomas Kaiser'],"['Christian Skolmen', 'Eva Röse', 'Cecilie A. Mosli', 'Stig Henrik Hoff']",['Romance'],0
FAIR GAME,68,CIA operative Valerie Plame discovers her identity is allegedly leaked by the government as payback for an op-ed article her husband wrote criticizing the Bush administration.,2010,108,26111833,30630311,River Road Entertainment,PG-13,12/3/2010,['Doug Liman'],"['Naomi Watts', 'Sean Penn', 'Sonya Davison', 'Vanessa Chong']","['Biography', 'Drama', 'Thriller']",1
THE WAVE,76,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,2008,107,6010390,38887989,Rat Pack Filmproduktion,Unrated,5/27/2011,['Dennis Gansel'],"['Jürgen Vogel', 'Frederick Lau', 'Max Riemelt', 'Jennifer Ulrich']","['Drama', 'Thriller']",0
MY NAME IS KHAN,80,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,2010,165,14242818,50259772,Dharma Productions,PG-13,2/12/2010,['Karan Johar'],"['Shah Rukh Khan', 'Kajol', 'Sheetal Menon', 'Katie A. Keane']",['Drama'],0
ROBOCOP,61,"In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.",2014,117,109324733,265319063,Metro-Goldwyn-Mayer (MGM),PG-13,2/12/2014,['José Padilha'],"['Joel Kinnaman', 'Gary Oldman', 'Michael Keaton', 'Abbie Cornish']","['Action', 'Crime', 'Sci-Fi', 'Thriller']",0
DESTERE,26,A comedy film about a parody saw movies.,2008,90,1202078,1477178,Zero Film,,11/21/2008,"['Ahmet T. Uygun', 'Gürcan Yurt']","['Devrim Atmaca', 'Peker Açikalin', 'Önder K. Açikbas', 'Baris Basar']","['Comedy', 'Crime']",0
FREERUNNER,36,"With a ticking bomb locked to his neck, a young freerunner races against the clock and all types of baddies to get from one end of the city to the other to save himself and his girlfriend.",2011,87,5752915,258002,Vitamin A Films,R,7/13/2012,['Lawrence Silverstein'],"['Sean Faris', 'Tamer Hassan', 'Rebecca Da Costa', 'Danny Dyer']",['Action'],0
UNIVERSAL SOLDIER DAY OF RECKONING,50,"John looks to take down Luc Deveraux after a home invasion claims his wife and daughter. The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit.",2012,114,11272550,1580757,Foresight Unlimited,R,10/25/2012,['John Hyams'],"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Scott Adkins', 'Mariah Bonner']","['Action', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",0
SIMINDIS KUNDZULI,76,The river creates and the river destroys in an eternal cycle that even man can't escape.,2014,100,1639870,40936,42film,,9/17/2014,['George Ovashvili'],"['Ilyas Salman', 'Mariam Buturishvili', 'Irakli Samushia', 'Tamer Levent']","['Drama', 'War']",0
THE FINEST HOURS,68,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,2016,117,86267817,56180934,Walt Disney Pictures,PG-13,1/29/2016,['Craig Gillespie'],"['Chris Pine', 'Casey Affleck', 'Ben Foster', 'Eric Bana']","['Action', 'Drama', 'History', 'Thriller']",0
SLEEPLESS,56,A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.,2017,95,31675628,34755927,Open Road Films (II),R,1/13/2017,['Baran bo Odar'],"['Jamie Foxx', 'Michelle Monaghan', 'Dermot Mulroney', 'Gabrielle Union']","['Action', 'Crime', 'Thriller']",1
SPRING BREAKERS,53,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",2012,94,5636275,36264245,Muse Productions,R,3/22/2013,['Harmony Korine'],"['Vanessa Hudgens', 'Selena Gomez', 'Ashley Benson', 'Rachel Korine']","['Crime', 'Drama']",0
DORMANT BEAUTY,62,"A mosaic of several intertwined stories questioning the meaning of life, love and hope, set during the last six days in the life of Eluana Englaro, a young woman who spent 17 years in a vegetative state.",2012,115,6425353,1886162,Cattleya,Unrated,9/6/2012,['Marco Bellocchio'],"['Toni Servillo', 'Isabelle Huppert', 'Alba Rohrwacher', 'Michele Riondino']",['Drama'],0
DARK TOUCH,48,"In a remote Irish village, police are called to the scene of a bloody massacre, but they ignore the lone survivor's claim that the house was responsible for the carnage that killed her parents and brother.",2013,90,3032471,285499,Canal+,Unrated,3/19/2014,['Marina de Van'],"['Missy Keating', 'Marcella Plunkett', 'Pádraic Delaney', 'Charlotte Flyvholm']",['Horror'],0
DAVID,62,The lives of three different men named David are about to change forever.,2013,155,555490927,19806,Getaway Films,Unrated,2/1/2013,['Bejoy Nambiar'],"['Vikram', 'Neil Nitin Mukesh', 'Vinay Virmani', 'Tabu']","['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",0
HOLIDAY A SOLDIER IS NEVER OFF DUTY,72,"A soldier on vacation finds himself hunting down a terrorist. A military officer attempts to hunt down a terrorist, destroy a terrorist gang and deactivate the sleeper cells under its command.",2014,160,546623665,1519672,Cape of Good Films,Unrated,10/3/2014,['A.R. Murugadoss'],"['Akshay Kumar', 'Sonakshi Sinha', 'Freddy Daruwala', 'Sumeet Raghvan']","['Action', 'Thriller']",0
YOUNG  BEAUTIFUL,67,"After losing her virginity, Isabelle takes up a secret life as a call girl, meeting her clients for hotel-room trysts. Throughout, she remains curiously aloof, showing little interest in the encounters themselves or the money she makes.",2013,95,5160996,10840313,Mandarin Films,Unrated,4/25/2014,['François Ozon'],"['Marine Vacth', 'Géraldine Pailhas', 'Frédéric Pierrot', 'Fantin Ravat']","['Drama', 'Romance']",0
DAYLIGHTS END,54,"Following an outbreak that turned most of mankind into vampire-zombie-like creatures, the few survivors have to fight the creatures and marauders.",2016,105,2156695,12138,Throttle Films,Unrated,9/23/2016,['William Kaufman'],"['Johnny Strong', 'Lance Henriksen', 'Louis Mandylor', 'Hakeem Kae-Kazim']","['Action', 'Fantasy', 'Horror', 'Sci-Fi']",0
THE WITCH,69,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic, and possession.",2015,92,4367804,44140975,Parts and Labor,R,2/19/2016,['Robert Eggers'],"['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie', 'Julian Richings']","['Drama', 'Horror', 'Mystery']",0
AFTERMATH,57,Two strangers' lives become inextricably bound together after a devastating plane crash.,2017,94,11086469,887771,Emmett/Furla/Oasis Films (EFO Films),R,4/7/2017,['Elliott Lester'],"['Arnold Schwarzenegger', 'Scoot McNairy', 'Maggie Grace', 'Judah Nelson']","['Drama', 'Thriller']",0
EVERYBODY KNOWS,69,"Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open.",2018,133,10306801,19764490,Memento Films Production,R,2/8/2019,['Asghar Farhadi'],"['Penélope Cruz', 'Javier Bardem', 'Ricardo Darín', 'Eduard Fernández']","['Crime', 'Drama', 'Mystery', 'Thriller']",0
CHARLIES ANGELS,48,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",2019,118,48592168,74183930,Columbia Pictures,PG-13,11/15/2019,['Elizabeth Banks'],"['Kristen Stewart', 'Naomi Scott', 'Ella Balinska', 'Elizabeth Banks']","['Action', 'Adventure', 'Comedy']",0
HATRED,76,"Despite being in love with a Ukrainian boy from the same village, Polish girl named Zosia is forced into marrying a wealthy widower. Soon World War II begins and ethnic tensions arise. Amidst the war chaos Zosia tries to survive.",2016,150,10783477,7505995,Andrzej Ludzinski Productions,,10/7/2016,['Wojciech Smarzowski'],"['Michalina Labacz', 'Arkadiusz Jakubik', 'Wasyl Wasylik', 'Adrian Zaremba']","['Drama', 'History', 'War']",0
GUNS AKIMBO,63,A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.,2019,98,15185052,1047534,Altitude Film Entertainment,R,2/28/2020,['Jason Lei Howden'],"['Daniel Radcliffe', 'Samara Weaving', 'Ned Dennehy', 'Natasha Liu Bordizzo']","['Action', 'Comedy', 'Thriller']",0
DABANGG 3,30,"Chulbul Pandey encounters an enemy from his past, and his origin story as the fearless cop unfolds.",2019,160,101233684,14967023,Arbaaz Khan Productions,Unrated,12/20/2019,['Prabhu Deva'],"['Salman Khan', 'Sudeep', 'Sonakshi Sinha', 'Saiee Manjrekar']","['Action', 'Comedy', 'Crime']",0
SHOOT THE MOON,69,"A mother of four is abandoned by her husband for a younger woman. Husband, wife and children struggle to survive the seemingly inevitable divorce.",1982,124,32183751,24721224,Metro-Goldwyn-Mayer (MGM),R,2/19/1982,['Alan Parker'],"['Albert Finney', 'Diane Keaton', 'Karen Allen', 'Peter Weller']",['Drama'],0
SAHARA,50,"Intent on winning a competition in place of her distinguished late father, beautiful young heiress Dale takes on the guise of a man and competes in his spot, embarking on a car race that crosses the unforgiving Sahara desert.",1983,111,64962600,3645602,Cabal Film,PG,3/2/1984,"['Andrew V. McLaglen', 'John Guillermin']","['Brooke Shields', 'Lambert Wilson', 'Horst Buchholz', 'John Rhys-Davies']","['Adventure', 'Drama']",0
THE COMPANY OF WOLVES,67,"A teenage girl in a country manor falls asleep while reading a magazine, and has a disturbing dream involving wolves prowling the woods below her bedroom window.",1984,95,4981924,10933666,Incorporated Television Company (ITC),R,4/19/1985,['Neil Jordan'],"['Sarah Patterson', 'Angela Lansbury', 'David Warner', 'Graham Crowden']","['Drama', 'Fantasy', 'Horror']",0
SWING SHIFT,59,A woman finds romance when she takes a job at an aircraft plant to help make ends meet after her husband goes off to war.,1984,100,37364436,16565413,Warner Bros.,PG,4/13/1984,['Jonathan Demme'],"['Goldie Hawn', 'Kurt Russell', 'Christine Lahti', 'Fred Ward']","['Drama', 'Romance', 'War']",0
FRIDAY THE 13TH PART VI JASON LIVES,60,"Tommy Jarvis goes to the graveyard to get rid of Jason Voorhees' body once and for all, but inadvertently brings him back to life instead. The newly revived killer once again seeks revenge, and Tommy may be the only one who can defeat him.",1986,86,7084242,45981592,Paramount Pictures,R,8/1/1986,['Tom McLoughlin'],"['Thom Mathews', 'Jennifer Cooke', 'David Kagen', 'Kerry Noonan']","['Horror', 'Thriller']",0
HEARTBURN,61,"She's a magazine writer who gives up her career for love and family. He's a playboy newspaper columnist who can't quite give up his old tricks. And if that combination doesn't give a relationship Heartburn, nothing will.",1986,108,47228284,59777286,Paramount Pictures,R,7/25/1986,['Mike Nichols'],"['Meryl Streep', 'Jack Nicholson', 'Jeff Daniels', 'Maureen Stapleton']","['Comedy', 'Drama']",2
PRETTY IN PINK,68,A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.,1986,97,21252728,95588820,Paramount Pictures,PG-13,2/28/1986,['Howard Deutch'],"['Molly Ringwald', 'Jon Cryer', 'Harry Dean Stanton', 'Annie Potts']","['Comedy', 'Drama', 'Romance']",0
AKIRA,80,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.,1988,124,-1888440669,5620987,Akira Committee Company Ltd.,R,7/16/1988,['Katsuhiro Ôtomo'],"['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama', 'Tesshô Genda']","['Animation', 'Action', 'Sci-Fi', 'Thriller']",0
THE ABYSS,75,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,1989,140,146102983,187846898,Twentieth Century Fox,PG-13,8/9/1989,['James Cameron'],"['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester']","['Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",0
SHOWDOWN IN LITTLE TOKYO,61,"Two L.A. cops with opposing views on what is the best way to uphold the law have to work together to bring down the Yakuza, while trying to protect a beautiful woman.",1991,79,15201820,4324076,Little Tokyo Productions,R,8/23/1991,['Mark L. Lester'],"['Dolph Lundgren', 'Brandon Lee', 'Cary-Hiroyuki Tagawa', 'Tia Carrere']","['Action', 'Comedy', 'Crime', 'Thriller']",0
RUMBLE IN THE BRONX,68,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,1995,87,12736761,55009304,Golden Harvest Company,R,2/23/1996,['Stanley Tong'],"['Jackie Chan', 'Anita Mui', 'Françoise Yip', 'Bill Tung']","['Action', 'Comedy', 'Crime', 'Thriller']",0
TIN CUP,64,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his successful rival's girlfriend.,1996,135,74228776,88834670,New Regency Productions,R,8/16/1996,['Ron Shelton'],"['Kevin Costner', 'Rene Russo', 'Don Johnson', 'Cheech Marin']","['Comedy', 'Drama', 'Romance', 'Sport']",1
THE DEVILS BACKBONE,74,"After Carlos - a 12-year-old whose father has died in the Spanish Civil War - arrives at an ominous boys' orphanage, he discovers the school is haunted and has many dark secrets which he must uncover.",2001,106,6576225,9618920,El Deseo,R,4/20/2001,['Guillermo del Toro'],"['Marisa Paredes', 'Eduardo Noriega', 'Federico Luppi', 'Fernando Tielve']","['Drama', 'Horror']",0
DAGON,62,A boating accident runs a young man and woman ashore in a decrepit Spanish fishing town which they discover is in the grips of an ancient sea god and its monstrous half human offspring.,2001,98,6137810,211967,Castelao Producciones,R,10/31/2001,['Stuart Gordon'],"['Ezra Godden', 'Francisco Rabal', 'Raquel Meroño', 'Macarena Gómez']","['Fantasy', 'Horror', 'Mystery']",0
SHANGHAI KNIGHTS,62,"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds.",2003,114,70329076,124234184,Touchstone Pictures,PG-13,2/7/2003,['David Dobkin'],"['Jackie Chan', 'Owen Wilson', 'Fann Wong', 'Aaron Taylor-Johnson']","['Action', 'Adventure', 'Comedy']",0
ANYTHING ELSE,63,Jerry Falk learns a lesson the hard way when he falls in love with the beautiful but flighty Amanda.,2003,108,25318467,19108515,Dreamworks Pictures,R,9/19/2003,['Woody Allen'],"['Woody Allen', 'Jason Biggs', 'Christina Ricci', 'Danny DeVito']","['Comedy', 'Romance']",1
CELLULAR,65,A young man receives an emergency phone call on his cell phone from an older woman. The catch? The woman claims to have been kidnapped; and the kidnappers have targeted her husband and child next.,2004,94,34252382,79024795,New Line Cinema,PG-13,9/10/2004,['David R. Ellis'],"['Kim Basinger', 'Chris Evans', 'Jason Statham', 'William H. Macy']","['Action', 'Crime', 'Thriller']",0
